date,platform,business_name,page_url,category,followers,email,phone,website,has_website,address,last_post_date,qualification_score,status,notes,follow_up_date,open_state,hours_text,deleted_at,saved_by_user_id,saved_by_user_name
2026-06-30,facebook,Asia Jewels,https://www.facebook.com/asiajewels2022,fashion,538K followers,asiajewelsbd@gmail.com,+8801322092947,http://www.asiajewelsbd.com/,true,"""""""Floor)""",Pink City Shopping Complex,Gulshan 2,"""|| Chittagong""""""","""""""Jun 30""","""2026 3:34 PM""""""",10,new,,,
2026-06-30,facebook,Miracle BD,https://www.facebook.com/MiracleBD01,home,50K followers,miraclebd1@gmail.com,"""""""+8801789648666""",+8801590088984,"""+8801675210377""""""",,false,"""""""Road""",Uttar Badda,"""Dhaka""""""","""""""Jun 26""","""2026 2:33 PM""""""",10,,,
2026-06-30,facebook,DECOR n ALL BD,https://www.facebook.com/decornallbd,home,2K followers,razzaq.pintu.lrg@gamil.com,+8801772116111,,false,Dhaka,"""""""Jun 30""","""2026 10:58 AM""""""",10,new,Auto-extracted via extension.,2026-07-03,,,,
2026-06-30,facebook,Pozzo Toys,https://www.facebook.com/pozzotoys,general,20K followers,pozzotoys@gmail.com,+8801963010879,,false,Narayanganj,"""""""Jun 30""","""2026 12:35 PM""""""",10,new,Auto-extracted via extension.,2026-07-03,,,,
2026-06-30,facebook,Footpace,https://www.facebook.com/footpace19,retail,22K followers,rockyrahman1415@gmail.com,+8801879572348,,false,"""""""floor""",kajir dewri,Chittagong,"""Chittagong""""""",2h,10,new,Auto-extracted via extension.,,,
2026-06-30,facebook,Noya,https://www.facebook.com/noyababies,baby,26K followers,clothingnoya@gmail.com,+8801812084303,,false,Chittagong,"""""""Jun 30""","""2026 12:52 PM""""""",10,new,Auto-extracted via extension.,2026-07-03,,,,
2026-06-30,facebook,Estilista By Symun Solaiman,https://www.facebook.com/Estilistabysymunsolaiman,beauty,40K followers,,+8801757574305,,false,"""""""Road (Bir Uttam K.M. Shafiullah Road) Dhanmondi""","""Dhaka""""""","""""""Jun 30""","""2026 10:30 AM""""""",10,new,Auto-extracted via extension.,2026-07-03,,,
2026-06-30,facebook,Dizzy Clothing,https://www.facebook.com/Dizzy.Clothing.by.NISA,fashion,37K followers,,,,false,Narayanganj,6d,8,new,Auto-extracted via extension.,2026-07-03,,,,,
2026-06-30,facebook,Anker Bangladesh,https://www.facebook.com/anker.innovation.bd,retail,62K followers,info@ankerbangladesh.com.bd,,http://www.ankerbangladesh.com.bd/,true,"""""""Road""",Room No: 6/10,Eastern Plaza (5th Floor),"""Dhaka""""""",1d,8,new,Auto-extracted via extension.,,,
2026-06-30,facebook,Mimosa Boutique,https://www.facebook.com/mimosadhaka,fashion,449K followers,mimosaboutiquebd@gmail.com,+8801782846083,,false,"""""""level 2 Police Plaza Concord Shopping Mall""",Gulshan-1,Dhaka,Bangladesh,"""Dhaka""""""",3h,10,new,,,
2026-06-30,facebook,Nutmeg Bangladesh,https://www.facebook.com/1newgameeveryday,fashion,13K followers,,+8801855470893,,false,Dhaka,"""""""Jun 25""","""2026 3:53 PM""""""",10,new,Auto-extracted via extension.,2026-07-03,,,,
2026-06-30,facebook,Fashion Classy,https://www.facebook.com/fashionclassybd,fashion,1M followers,fashionclassy19@gmail.com,,https://tiktok.com/@fashionclassybd,true,Dhaka,5h,8,new,Auto-extracted via extension.,2026-07-03,,,,,
2026-06-30,facebook,Glamorus Designer,https://www.facebook.com/glamorusdesigner,general,136K followers,shimugd@gmail.com,+8801759080898,https://glamorousdesigner.company.site/,true,"""""""Floor""",Block# A,Lalmatia,House#3/1-3/2,Dhanmondi 27,"""Mirpur road Dhaka""""""",1h,9,,,
2026-06-30,facebook,JAHAN Designer Attire,https://www.facebook.com/JahanDesignerAttire,general,50K followers,,+8801623074590,,false,"""""""House-4""",(ground floor) Road-13,Sector-13,Uttara.,Dhaka,Bangladesh,1230,,,,
Dhaka,"""Dhaka""""""",16h,9,new,Auto-extracted via extension.,2026-07-03,,,,,,,,,,,,,,
2026-06-30,facebook,MK Creation bd,https://www.facebook.com/mkdiamondbd,jewelry,40K followers,,+8801922883028,http://www.mkcreationbd.com/,true,"""""""Level-2""",VIP Road,SKS Tower,Mohakhali,Dhaka,Bangladesh,1212,,,,
Chittagong,Chittagong Division,Bangladesh · Cox's Bazar,"""Chittagong""""""",2d,8,new,Auto-extracted via extension.,2026-07-03,,,,,,,,,,,,
2026-06-30,facebook,Diamond Point,https://www.facebook.com/diamondpoint0,jewelry,91K followers,diamondpoint02@gmail.com,"""""""+8801704633175""",+8801818907988,+8801919907988,+8801715978149,"""+8801339410455""""""",https://www.facebook,true,"""""""Level: 7""",Block: B,Shop: 27-28,Dhaka,,,
Dhaka,"""Dhaka""""""","""""""Jun 29""","""2026 8:03 PM""""""",10,new,Auto-extracted via extension.,2026-07-03,,,,,,,,,,,,,
2026-07-01,facebook,BD Online Shopping,https://www.facebook.com/BDshoping,fashion,59K followers,,+8801741308985,,false,Dhaka,"""""""Jul 1""","""2026 7:57 AM""""""",10,new,Auto-extracted via extension.,2026-07-04,,,,
2026-07-01,facebook,Bd Craft Corner,https://www.facebook.com/bdcraftcorne,retail,27K followers,johrarahmaneasha@gmail.com,+8801799495839,,false,Dhaka,"""""""Jun 28""","""2026 1:38 PM""""""",10,new,Auto-extracted via extension.,2026-07-04,,,,
2026-07-01,facebook,Ashraf's zone,https://www.facebook.com/profile.php?id=61560856173241,retail,13K followers,ashrafszoneclothingbd@gmail.com,"""""""+8801604179937""","""+101604179937""""""",https://xn--wwwashrafszone-8b3h.com/,true,Dhaka,"""""""Jun 26""","""2026 3:58 AM""""""",10,new,Auto-extracted via extension.,2026-07-04,,,
2026-07-01,facebook,Prime Sweets & Bakery Ltd.,https://www.facebook.com/primesweets2,restaurant,11K followers,primesweets2@gmail.com,+8801304779530,,false,"""""""Road Farmgate Tejgaon Dhaka 1215""","""Dhaka""""""","""""""Jun 18""","""2023 3:26 AM""""""",7,new,Auto-extracted via extension.,,,,
2026-07-01,facebook,Global Gourmet,https://www.facebook.com/profile.php?id=61564421802265,retail,1.2K followers,toirantraders@gmail.com,"""""""+8801729929878""","""+8801725838748""""""",,false,"""""""House number - 5""",Road number - 135 Nobab mention,Gulshan 1,Dhaka,Bangladesh,1212,,,,
Khulna,Khulna Division,"""Bangladesh · Rajshahi""""""",29w,10,new,Auto-extracted via extension.,2026-07-04,,,,,,,,,,,,,
2026-07-01,facebook,Cozy Corner,https://www.facebook.com/shopcozycorner,retail,18K followers,shopcozycornerbd@gmail.com,+8801410299603,,false,Dhaka,2w,10,new,Auto-extracted via extension.,2026-07-04,,,,,
2026-07-01,facebook,Dubai shopping BD,https://www.facebook.com/profile.php?id=100063914950792,baby,62K followers,,+8801533841831,,false,Dhaka,1h,9,new,Auto-extracted via extension.,2026-07-04,,,,,
2026-07-01,facebook,Taqwa Collection,https://www.facebook.com/taqwacollectiondhk,baby,13K followers,taqwacollection53@gmail.com,+8801727606651,,false,Dhaka,"""""""Jul 1""","""2026 10:13 AM""""""",10,new,Auto-extracted via extension.,2026-07-04,,,,
2026-07-01,facebook,"""""""Your’s favourite Oishee""",,,,,,,,,,,,,,,,,,
"""(Oishee online shop)""""""",https://www.facebook.com/YoursfavouriteOishee,retail,89K followers,oisheehussain098@gmail.com,+8801609215516,https://yoursfavouriteoishee.ebitans.store/,true,Dhaka,"""""""Jul 1""","""2026 7:04 PM""""""",10,new,Auto-extracted via extension.,2026-07-04,,,,,,
2026-07-01,facebook,"""""""ANAYA Gallary""",,,,,,,,,,,,,,,,,,
"""(Anaya Bag Gallery)""""""",https://www.facebook.com/profile.php?id=61556442320595,services,145K followers,anikm4483@gmail.com,+8801730967700,,false,Dhaka,"""""""Jul 1""","""2026 6:40 PM""""""",10,new,Auto-extracted via extension.,2026-07-04,,,,,,
2026-07-01,facebook,Fashion Mine-ফ্যাশন মাইন,https://www.facebook.com/deepikasaha557,fashion,5K followers,deepikasaha557@gmail.com,+8801928696980,https://www.facebook,true,Mymensingh,1d,9,new,Auto-extracted via extension.,2026-07-04,,,,,
2026-07-01,facebook,WAHFY,https://www.facebook.com/wahfy.com.bd,fashion,41K followers,,+8801987888827,,false,Dhaka,5w,9,new,Auto-extracted via extension.,2026-07-04,,,,,
2026-07-01,facebook,Bigbasket,https://www.facebook.com/Bigbasketcom,retail,815K followers,customerservice@bigbasket.com,+91 1860 123 1000,http://bigbasket.com/,true,,"""""""Jun 30""","""2026 7:25 PM""""""",8,new,Auto-extracted via extension. Manual input — Phone: +91 1860 123 1000.,2026-07-04,,,,
2026-07-02,facebook,Rinayna,https://www.facebook.com/rinayanarn,fashion,67K followers,rinayna62@gmail.com,,,false,Dhaka,2d,9,new,Auto-extracted via extension.,2026-07-05,,,,,
2026-07-02,facebook,Green Fruits,https://www.facebook.com/GreenFruitsss,retail,4.5K followers,info.greenfruits@gmail.com,+8801540509144,,false,"""""""House-70(k)""",Road-05,Banani,Dhaka,Dhaka,Bangladesh,1213,,,,
Rangpur,Rangpur Division,Bangladesh · Khulna,"""Khulna""""""","""""""Jul 1""","""2026 9:45 PM""""""",10,new,Auto-extracted via extension.,2026-07-05,,,,,,,,,,,
2026-07-02,facebook,Baby Plants,https://www.facebook.com/profile.php?id=100085597160479,baby,72K followers,babyplants2022@gmail.com,"""""""+8801312333551""","""+8801881239442""""""",https://zatiqeasy.com/shop/94535,true,Rangpur,10h,9,new,Auto-extracted via extension.,2026-07-05,,,,
2026-07-02,facebook,Crushy Cosmic,https://www.facebook.com/profile.php?id=61565924155288,retail,72K followers,crushycosmic2024@gmail.com,+8801897580267,https://tiktok.com/@crushy.cosmi,true,Dhaka,10h,9,new,Auto-extracted via extension.,2026-07-05,,,,,
2026-07-02,facebook,Style Loft BD,https://www.facebook.com/styleloftbd2020,fashion,53K followers,,"""""""+8801339610382""","""+1701339610382""""""",,false,Dhaka,"""""""Jun 2""","""2026 7:03 PM""""""",10,new,Auto-extracted via extension.,2026-07-05,,,
2026-07-02,facebook,Paloi,https://www.facebook.com/paloibd,fashion,99K followers,paloibangladesh@gmail.com,"""""""+8801768448201""","""+101768448201""""""",https://tiktok.com/@paloibd%3F_t%3D8opLXfdo8tV%26_r%3D1,true,,11h,8,new,Auto-extracted via extension.,2026-07-05,,,,
2026-07-02,facebook,La esthetics,https://www.facebook.com/profile.php?id=100063654771310,retail,91K followers,laesthetics624@gmail.com,+8801959499420,https://laesthetics.myecom.site/,true,Dhaka,10h,9,new,Auto-extracted via extension.,2026-07-05,,,,,
2026-07-02,facebook,রত্নবালি-Ratnabali,https://www.facebook.com/ratnaabali,general,9.3K followers,ratnaabali2024@gmail.com,,https://tiktok.com/@ratnaabali,true,,2d,7,new,Auto-extracted via extension.,,,,,,
2026-07-02,facebook,Arwaah's Collection,https://www.facebook.com/accollection00,fashion,34K followers,arwaahhossen2020@gmail.com,+8801619755612,,false,Dhaka,"""""""Jul 2""","""2026 9:28 AM""""""",10,new,Auto-extracted via extension.,2026-07-05,,,,
2026-07-02,facebook,President Bag and Luggage,https://www.facebook.com/presidentbagandluggage,services,28K followers,presidentbagbd@gmail.com,,https://presidentbagbd.com/,true,"""""""Floor ]New Market city complex ( Biswas Builders) New Market Dhaka -1205""","""Dhaka""""""",6w,8,new,Auto-extracted via extension.,2026-07-05,,,,
2026-07-02,facebook,Noor of Heaven,https://www.facebook.com/noorofheaven,services,71K followers,noorofheav3n@gmail.com,+8801750449719,,false,Chittagong,33m,10,new,Auto-extracted via extension.,2026-07-05,,,,,
2026-07-02,facebook,Barely Dew BD,https://www.facebook.com/profile.php?id=61581646177014,skincare,13K followers,barelydewbd@gmail.com,+8801511571935,,false,Dhaka,"""""""Jul 1""","""2026 11:36 PM""""""",10,new,Auto-extracted via extension.,2026-07-05,,,,
2026-07-02,facebook,In Style by Mukta,https://www.facebook.com/Instylebymukta,fashion,6.7K followers,brandroot70@gmail.com,+8801878937331,,false,Dhaka,7h,10,new,Auto-extracted via extension.,2026-07-05,,,,,
2026-07-02,facebook,Bismillah Gift Corner,https://www.facebook.com/bismillahgc,general,25K followers,bismillah88@gmail.com,"""""""+8801978178307""","""+8801982756726""""""",https://www.bismillahcorner.com/,true,"""""""block A""",Goli 11 store number 292.,"""Dhaka""""""",17h,9,new,Auto-extracted via extension.,,,
2026-07-02,facebook,Craft world,https://www.facebook.com/craftworld999,home,34K followers,,,,false,,5 weeks ago,8,new,Auto-extracted via extension.,2026-07-05,,,,,
2026-07-02,facebook,Out Fit,https://www.facebook.com/outfit.global,retail,878K followers,00iqbaloutfit@gmail.com,"""""""+8801896042222""",+8801673359761,+8801303567106,+8801896044116,"""+0189604222200""""""",https://outfitbd.shop/,true,Dhaka,2h,9,new,,,
2026-07-02,facebook,Shopping Mania,https://www.facebook.com/shoppingmaniabdesh,beauty,142K followers,,+8801781297607,http://www.shoppingmaniabd.com/,true,"""""""level 1""",SKSTower,Mohakhali,"""Dhaka""""""",1d,8,new,Auto-extracted via extension.,,,
2026-07-02,facebook,Happy DooR,https://www.facebook.com/HossainAhmadKawsar100,home,117K followers,kawserahmed101010@gmail.com,"""""""+8801680840694""",+8801975515335,"""+8801925515334""""""",,false,"""""""House- Arif Commercial Complex 1st floor Jatrabari rayarbag near jamuna bank""","""Dhaka""""""","""""""Jul 1""","""2026 2:12 PM""""""",10,new,,,
2026-07-02,facebook,Artifex Furniture,https://www.facebook.com/profile.php?id=61560352716152,home,47K followers,artifexdecoryourdreams@gmail.com,"""""""+8801757758388""","""+8801627101272""""""",https://tiktok.com/@artifexdecoryourd,true,,"""""""Jun 30""","""2026 9:22 PM""""""",9,new,Auto-extracted via extension.,2026-07-05,,,
2026-07-02,facebook,ARIF Electronics BD,https://www.facebook.com/arifelectronicsbd,retail,610 followers,bdarifelectronics@gmail.com,+8801317447974,http://t.me/arifele,true,Dhaka,"""""""Jul 2""","""2026 7:37 AM""""""",10,new,Auto-extracted via extension.,2026-07-05,,,,
2026-07-02,facebook,Traveler Gear,https://www.facebook.com/travelergearbd,retail,4K followers,,+8801611197468,https://linktr.ee/Travelergear,true,"""""""House #01""",Lane #11,Block #C,Mirpur-10,"""Dhaka""""""",2d,8,new,,,
2026-07-02,facebook,Mehek's Collection,https://www.facebook.com/Mehekscollection1,general,22K likes,,+8801911998638,http://www.mehekscollection/,true,Dhaka,1w,7,new,Auto-extracted via extension.,,,,,,
2026-07-02,facebook,Go Glam,https://www.facebook.com/goglambangladesh,jewelry,184K followers,goglambangladesh@gmail.com,+8801635423288,,false,,1h,9,new,Auto-extracted via extension.,2026-07-05,,,,,
2026-07-02,facebook,Helpful Perfumes,https://www.facebook.com/helpfulperfumes,retail,14K followers,,+8801344870322,,false,"""""""House#33""",Road#03,Block#B,Banasree,Dhaka,"""Dhaka""""""","""""""Jul 2""","""2026 11:47 AM""""""",,,
2026-07-02,facebook,Soldiers 1.0,https://www.facebook.com/profile.php?id=61561336541627,general,31K followers,,+8801781495080,https://soldier.sellbd.shop/,true,"""""""lane""",gavtola,moghbazar,Dhaka,Bangladesh,Dhaka,Bangladesh,1217,,,
Dhaka,"""Dhaka""""""",1d,8,new,Auto-extracted via extension.,2026-07-05,,,,,,,,,,,,,,
2026-07-02,facebook,Elite Choice,https://www.facebook.com/the.eliteavijatto,general,19K followers,,"""""""+8801728765584""","""+8801873415950""""""",https://www.instagram,true,Chittagong road,22h,8,new,Auto-extracted via extension.,2026-07-05,,,,
2026-07-02,facebook,Eskay Decor,https://www.facebook.com/EskayDecor,general,69K followers,,+8801767695074,,false,"""""""Road""",Rupayan Shopping Square,Ground floor. Shop no :114/120 Bashundhara R/A,Dhaka,Bangladesh,,,,,,
Dhaka,"""Dhaka""""""",2h,8,new,Auto-extracted via extension.,2026-07-05,,,,,,,,,,,,,,
2026-07-02,facebook,Home Heaven,https://www.facebook.com/profile.php?id=61583659277393,home,161K followers,,,,false,"""""""House #3""",Road no - 14,L block,South banasree,"""Dhaka""""""",1h,8,new,,,
2026-07-02,facebook,Rainy Roof Restaurant,https://www.facebook.com/Rainyroof,restaurant,79K followers,rainyroofdhaka@gmail.com,"""""""+8801716880888""","""+8801409880888""""""",http://www.rainyroof.com/,true,Dhaka,10m,9,new,Auto-extracted via extension.,2026-07-05,,,,
2026-07-02,facebook,The Red Chamber,https://www.facebook.com/theredchamber,restaurant,35K followers,,+8801316048262,,false,"""""""Level 13""",Hamid Tower,Gulshan Circle 2,"""Dhaka""""""",5d,9,new,Auto-extracted via extension.,,,
2026-07-02,facebook,Thrift Fashion BD,https://www.facebook.com/thriftfashionbd,fashion,3K followers,mdrabbikhan664@gmail.com,+8801767778067,,false,Dhaka,"""""""Jun 29""","""2026 3:29 PM""""""",10,new,Auto-extracted via extension.,2026-07-05,,,,
2026-07-02,facebook,Safina's Kitchen,https://www.facebook.com/your.safinaskitchen,general,1.3K followers,dewanibadu@gmail.com,+61 450 993 913,,false,,"""""""Jul 1""","""2026 3:41 PM""""""",10,new,Auto-extracted via extension. Manual input — Phone: +61 450 993 913.,2026-07-05,,,,
2026-07-02,facebook,Kabsa House BD,https://www.facebook.com/kabsahousebd,services,6.3K followers,kabsahousebd@gmail.com,+8801302898110,,false,"""""""Dhaka Division""",Bangladesh,,,,,,,,,
Contact info,,,,,,,,,,,,,,,,,,,,
"""kabsahouse""""""","""""""Jul 2""","""2026 3:26 PM""""""",10,new,Auto-extracted via extension.,2026-07-05,,,,,,,,,,,,,,
2026-07-02,facebook,Junosol Home,https://www.facebook.com/Junosol.Home,home,38K followers,junosol.home@gmail.com,+8801773740564,,false,"""""""Dhaka""",Bangladesh,1213,,,,,,,,
Communities,,,,,,,,,,,,,,,,,,,,
"""Junosol Home Broad""""""",14h,10,new,Auto-extracted via extension.,2026-07-05,,,,,,,,,,,,,,,
2026-07-02,facebook,HM Boutique,https://www.facebook.com/hm.boutiques.bd,fashion,29K followers,,+8801973607457,,false,Dhaka,"""""""Jul 2""","""2026 3:01 PM""""""",10,new,Auto-extracted via extension.,2026-07-05,,,,
2026-07-02,facebook,Noor Jewellers BD,https://www.facebook.com/NoorJewellers01,general,329K followers,,"""""""+8801828686868""",+8801894434200,+8801894434201,+8801894434197,+8801894434204,+8801894434198,"""+8801898448996""""""",http://www.noorjewellersbd.com/,true,"""""""Level - 7""",Block -D,,,
2026-07-02,facebook,,https://www.facebook.com/arwearrBD,general,3.1K followers,arwearbd@gmail.com,+8801810150522,,false,Dhaka,"""""""Jun 30""","""2026 11:03 PM""""""",10,new,Auto-extracted via extension.,2026-07-05,,,,
2026-07-02,facebook,CreativeArt,https://www.facebook.com/creativeart456,fashion,12K followers,creativeart7555@gmail.com,+8801855502755,,false,Dhaka,5d,10,new,Auto-extracted via extension.,2026-07-05,,,,,
2026-07-02,facebook,Nail art desire,https://www.facebook.com/nailartdesire,beauty,21K followers,,+8801707013220,,false,Dhaka,2h,9,new,Auto-extracted via extension.,2026-07-05,,,,,
2026-07-02,facebook,Sajeda’s Jewellery,https://www.facebook.com/Sajedajewellery,jewelry,15K followers,sajedacollection3@gmail.com,+8801791306444,http://www.sajedasjewellery.com/,true,"""""""floor lift 2""",Sylhet,Bangladesh,3100,,,,,,,
Sylhet,"""Sylhet""""""",46m,9,new,Auto-extracted via extension.,2026-07-05,,,,,,,,,,,,,,
2026-07-02,facebook,Unique Kurti,https://www.facebook.com/uniquekurtibd,fashion,144K followers,,+8801924642462,https://www.uniquekurtibd.com/,true,,23h,7,new,Auto-extracted via extension.,,,,,,
2026-07-02,facebook,Poroshmoni Saree,https://www.facebook.com/Poroshmonisaree,fashion,681K followers,,"""""""+8801631733309""","""+8801746272244""""""",http://www.poroshmonisaree.com/,true,"""""""poroshmonisaree.com""",· goo.gl,"""· tiktok.com""""""",1h,8,new,Auto-extracted via extension.,,,
2026-07-02,facebook,"""""""Juirisha Door""",,,,,,,,,,,,,,,,,,
"""(জুইরিশা ডোর)""""""",https://www.facebook.com/juirishadoor,fashion,239K followers,juirishadoorr@gmail.com,+8801959610740,http://www.juirisha.com/,true,"""""""Level 2 Store 361 ( Juirisha Door )""","""Dhaka""""""",1d,9,new,Auto-extracted via extension.,2026-07-05,,,,,,
2026-07-02,facebook,Gadget Zone BD,https://www.facebook.com/info.gadgetzonebd,retail,11K followers,info.gadgetzonebd@gmail.com,+8801749280077,,false,Dhaka,"""""""Jul 2""","""2026 10:50 AM""""""",10,new,Auto-extracted via extension.,2026-07-05,,,,
2026-07-02,facebook,Gadgets Shelter,https://www.facebook.com/GadgetsShelter,retail,39K followers,,+8801346065481,,false,Dhaka,4h,9,new,Auto-extracted via extension.,2026-07-05,,,,,
2026-07-02,facebook,Rose Emporio,https://www.facebook.com/profile.php?id=61554254252715,jewelry,9.3K followers,,"""""""+8801604521101""","""+1777671289""""""",,false,"""""""floor""",Shop no-12,Banani,Dhaka,Bangladesh,1213,,,,
Dhaka,"""Dhaka""""""","""""""Jul 2""","""2026 4:31 PM""""""",10,new,Auto-extracted via extension.,2026-07-05,,,,,,,,,,,,,
2026-07-02,facebook,Prionty House Design | Dhaka,https://www.facebook.com/priontyhousedesign,general,"""""""448""","""619""""""",,+8801782529245,,false,"""""""House Design""","""Dhaka""""""",,8,new,Auto-extracted via web extractor.,2026-07-05,,,
2026-07-02,facebook,Iris Fashion,https://www.facebook.com/irisfashion.com.bd,fashion,"""""""956""","""617""""""",irisfashion0102@gmail.com,+8801784218230,https://gmail.com/,true,,,8,new,Auto-extracted via web extractor.,2026-07-05,,,,
2026-07-02,facebook,EQRA glam city,https://www.facebook.com/eqraglamcity,retail,"""""""305""","""411""""""",raju.hasan1986@gmail.com,+8801741721111,https://gmail.com/,true,Rangpur,,9,new,Auto-extracted via web extractor.,2026-07-05,,,,
2026-07-02,facebook,Bhallagenaa,https://www.facebook.com/bhallagenaabd,fashion,"""""""48""","""853""""""",bhallagenaabd@gmail.com,+8801631137537,https://gmail.com/,true,,,9,new,Auto-extracted via web extractor.,2026-07-05,,,,
2026-07-02,facebook,Femme'Z Fashion | Dhaka,https://www.facebook.com/femmezfashion,retail,"""""""1""",378,"""105""""""",sareewaliinfo@gmail.com,+8801896222048,https://femmezfashion.com/,true,Dhaka,,9,contacted,Auto-extracted via web extractor.,2026-07-05,,,
2026-07-02,facebook,LIVE STYLE | Dhaka,https://www.facebook.com/LiveStyle.ro,fashion,"""""""63""","""273""""""",livestyle7000@gmail.com,+8801911094249,https://livestyleclothing.com/,true,"""""""Wari""",Dhaka Division,Bangladesh · Jatrabari,"""Dhaka""""""",,9,contacted,,,
2026-07-02,facebook,SA Fashion House | Ramna,https://www.facebook.com/sa.fsn.bd,fashion,"""""""70""","""735""""""",safashionhousebd01@gmail.com,+8801920072849,,false,Dhaka,,10,new,Extracted via Lead Manager Pro.,,,,,
2026-07-02,facebook,Fairytale | Dhaka,https://www.facebook.com/ANNIARAFAT94,fashion,"""""""449""","""148""""""",maksuda.sultana.102@gmail.com,+8801712026029,,false,Dhaka,,10,new,Extracted via Lead Manager Pro.,,,,,
2026-07-03 20:28:48,facebook,Test Lead Repro,https://facebook.com/test-repro-001,fashion,5000,,01711111111,,,,,7,trashed,,,,,2026-07-03T23:30:50.295376,,
2026-07-03 20:49:09,facebook,NoTelegram Test,https://facebook.com/notg-001,fashion,3000,,01711111111,,,,,8,trashed,,,,,2026-07-03T23:30:50.357864,,
2026-07-03 20:49:10,facebook,WithTelegram Test,https://facebook.com/withtg-001,fashion,3000,,01711111112,,,,,8,trashed,,,,,2026-07-03T23:30:50.385148,,
2026-07-03 20:49:48,facebook,Quiet Test,https://facebook.com/quiet-001,fashion,3000,,01711111113,,,,,7,trashed,,,,,2026-07-03T23:30:50.417267,,
2026-07-03 20:49:57,facebook,Quiet2,https://facebook.com/quiet-002,fashion,3000,,01711111114,,,,,7,trashed,,,,,2026-07-03T23:30:50.448537,,
2026-07-03 20:50:18,facebook,UserPrefTest,https://facebook.com/userpref-001,fashion,3000,,01711111115,,,,,7,trashed,,,,,2026-07-03T23:30:50.486740,,
2026-07-03 20:53:42,facebook,DebugX,https://facebook.com/debugx-001,fashion,3000,,01711111116,,,,,7,trashed,,,,,2026-07-03T23:30:50.521481,,
2026-07-03 20:56:30,facebook,FixA,https://facebook.com/fixa-001,fashion,3000,,01711111120,,,,,7,trashed,,,,,2026-07-03T23:30:50.556191,,
2026-07-03 20:56:31,facebook,FixB,https://facebook.com/fixb-001,fashion,3000,,01711111121,,,,,7,trashed,,,,,2026-07-03T23:30:50.584261,,
2026-07-03 20:56:32,facebook,FixC,https://facebook.com/fixc-001,fashion,3000,,01711111122,,,,,7,trashed,,,,,2026-07-03T23:30:50.612510,,
2026-07-03 20:58:54,facebook,End2EndDB,https://facebook.com/end2end-db-001,fashion,3000,,01711111130,,,,,7,trashed,,,,,2026-07-03T23:30:50.637295,,
2026-07-03 20:58:55,facebook,End2EndTG,https://facebook.com/end2end-tg-001,fashion,3000,,01711111131,,,,,7,trashed,,,,,2026-07-03T23:30:50.659997,,
2026-07-03 21:19:54,facebook,PostFix,https://facebook.com/postfix-001,fashion,3000,,01711111132,,,,,7,trashed,,,,,2026-07-03T23:30:50.682162,,
2026-07-03 21:23:21,facebook,FinalTest,https://facebook.com/finaltest-001,fashion,,,01711111133,,,,,7,trashed,,,,,2026-07-03T23:30:50.704948,,
2026-07-03 21:23:23,facebook,FinalTestTG,https://facebook.com/finaltesttg-001,fashion,,,01711111134,,,,,7,trashed,,,,,2026-07-03T23:30:50.727516,,
2026-07-03 21:25:32,facebook,ExtensionNoToken,https://facebook.com/ext-notoken-001,general,,,,,,,,7,trashed,,,,,2026-07-03T23:30:50.750393,,
2026-07-03 21:25:32,facebook,ExtensionDBOnly,https://facebook.com/ext-dbonly-001,fashion,,,01711111140,,,,,7,trashed,,,,,2026-07-03T23:30:50.772701,,
2026-07-03 21:25:33,facebook,ExtensionTG,https://facebook.com/ext-tg-001,fashion,,,01711111141,,,,,7,trashed,,,,,2026-07-03T23:30:50.797836,,
2026-07-03 21:25:58,facebook,ExtDBOnly2,https://facebook.com/extdbonly2-001,fashion,,,01711111150,,,,,7,trashed,,,,,2026-07-03T23:30:50.822915,,
2026-07-03 21:25:59,facebook,ExtTG2,https://facebook.com/exttg2-001,fashion,,,01711111151,,,,,7,trashed,,,,,2026-07-03T23:30:50.847988,,
2026-07-03,facebook,Siddiquea Gold Jewellery,https://www.facebook.com/masudjewelrybd,jewelry,367K followers,rkhalilur734@gmail.com,,https://peoplechoice24.com/,true,,1h,7,new,Auto-extracted via extension.,,,,,,
2026-07-03 21:41:15,facebook,WebDBOnly,https://facebook.com/web-dbonly-001,fashion,3000,,01711111180,,,,,7,trashed,,,,,2026-07-03T23:30:50.875858,,
2026-07-03 21:41:17,facebook,WebTG,https://facebook.com/web-tg-001,fashion,3000,,01711111181,,,,,7,trashed,,,,,2026-07-03T23:30:27.492702,,
2026-07-03 22:17:47,facebook,TrashA,https://facebook.com/TrashA,fashion,3000,,01711111200,,,,,7,trashed,,,,,2026-07-03T23:30:27.531361,,
2026-07-03 22:17:47,facebook,TrashB,https://facebook.com/TrashB,fashion,3000,,01711111200,,,,,7,trashed,,,,,2026-07-03T23:30:19.070597,,
2026-07-03,facebook,ExtractTest,https://facebook.com/extract-style-001,fashion,3000,,01711111190,,,,,7,trashed,,,,,2026-07-03T23:30:50.902612,,
2026-07-03 22:47:12,facebook,EndTest,https://facebook.com/endtest-001,fashion,3000,,01711111191,,,,,7,trashed,,,,,2026-07-03T23:30:19.105289,,
2026-07-03,facebook,SaveSingleTest,https://facebook.com/savesingle-001,general,1000,a@b.com,,,,,,7,trashed,Extracted via Lead Manager Pro.,,,,2026-07-03T23:30:50.928022,,
